# Rime user dictionary
#@/db_name	luna_pinyin
#@/db_type	userdb
#@/rime_version	1.8.5
#@/tick	1727
#@/user_id	Windows
a 	啊	c=3 d=0.492072 t=1308
zha dan 	炸彈	c=1 d=0.822835 t=1727
zhan 	站	c=0 d=0.1 t=1363
zhan kai 	展開	c=6 d=5.83519 t=1347
zhan yong 	佔用	c=1 d=0.289385 t=1727
zhang 	長	c=0 d=0.1 t=1104
zhang ai 	障礙	c=1 d=0.839457 t=1727
zhang hao 	帳號	c=0 d=0.0946485 t=1727
zhang san 	張三	c=3 d=2.14618 t=1727
zhang xiang jun mei 	长相俊美	c=1 d=1.9801e-08 t=1727
zhao 	照	c=0 d=0.1 t=1315
zhao bu dao 	找不到	c=1 d=1 t=1159
zhao ci bai di cai yun jian 	朝辞白帝彩云间	c=1 d=1.9801e-08 t=1727
zhao dao 	找到	c=1 d=1 t=1435
zhao lai 	找來	c=2 d=1.99501 t=1703
zhao ni 	找你	c=0 d=0.0465334 t=1727
zhao ni liao liao 	找你聊聊	c=1 d=0.467667 t=1727
zhao qu 	找去	c=1 d=1 t=1704
zhao xue hai 	趙學海	c=1 d=1 t=1115
zhao zhi qian de 	照之前的	c=1 d=1 t=1316
zhe 	這	c=2 d=0.7652 t=1727
zhe bian 	這邊	c=0 d=0.089277 t=1727
zhe bian you bu xing le 	這邊又不行了	c=1 d=0.33454 t=1727
zhe bing bu kun nan 	這並不困難	c=2 d=1.45594 t=1727
zhe bu fen 	這部分	c=1 d=0.474734 t=1727
zhe bu shi 	這不是	c=1 d=0.486752 t=1727
zhe die 	摺疊	c=0 d=0.1 t=1482
zhe die de 	摺疊的	c=1 d=1 t=1483
zhe duan 	遮断	c=1 d=1.9801e-08 t=1727
zhe ge 	這個	c=7 d=1.78835 t=1727
zhe ge nian 	这个念	c=1 d=1.9801e-08 t=1727
zhe ge shi shen me dong xi 	这个是什么东西	c=1 d=1.9801e-08 t=1727
zhe jian shi 	這件事	c=1 d=0.438235 t=1727
zhe jiang 	浙江	c=1 d=0.970446 t=1727
zhe li 	這裏	c=2 d=0.600496 t=1727
zhe li you ge bao cuo 	这里有个报错	c=1 d=1.9801e-08 t=1727
zhe li zhe ge 	这里这个	c=2 d=0.29671 t=1727
zhe qi zhong 	這其中	c=1 d=0.647265 t=1727
zhe shi 	這是	c=2 d=0.826959 t=1727
zhe shi kou hao 	这是口号	c=1 d=1.9801e-08 t=1727
zhe xie 	這些	c=2 d=0.717602 t=1727
zhe yang 	這樣	c=2 d=0.806541 t=1727
zhe yang a 	這樣啊	c=1 d=1 t=1500
zhe zhong 	這種	c=2 d=0.268474 t=1727
zhe zu 	這組	c=0 d=0.0798516 t=1727
zhe zu shu zhong 	這組數中	c=1 d=0.802519 t=1727
zhen dui 	針對	c=2 d=0.466356 t=1727
zheng chu 	整除	c=1 d=0.980199 t=1727
zheng fu 	正負	c=1 d=1 t=1169
zheng ge 	整個	c=3 d=1.26228 t=1727
zheng que 	正確	c=1 d=0.869358 t=1727
zheng zai 	正在	c=1 d=1 t=1685
zheng ze 	正則	c=1 d=0.985112 t=1727
zhi 	之	c=1 d=0.782705 t=1727
zhi 	值	c=4 d=1.58825 t=1727
zhi 	只	c=1 d=1 t=1719
zhi an 	治安	c=0 d=0.0187308 t=1727
zhi ban 	值班	c=1 d=1.09656 t=1111
zhi ban qing kuang 	值班情况	c=2 d=0.0443785 t=1727
zhi ban zhang 	值班長	c=1 d=1.1 t=1105
zhi cheng 	之城	c=0 d=0.1 t=1078
zhi chi 	支持	c=4 d=0.985112 t=1727
zhi dao 	知道	c=1 d=1 t=1489
zhi ding 	制定	c=1 d=0.382893 t=1727
zhi jian 	之間	c=1 d=1 t=1551
zhi jie dao yan jiang 	直接到岩浆	c=1 d=1.9801e-08 t=1727
zhi li 	智力	c=1 d=1 t=1723
zhi neng 	智能	c=0 d=0.1 t=1258
zhi neng bu quan 	智能補全	c=1 d=1 t=1259
zhi qian 	之前	c=1 d=0.463013 t=1727
zhi qian de 	之前的	c=0 d=0.1 t=1315
zhi qian di xia 	之前地下	c=1 d=1.9801e-08 t=1727
zhi shang 	之上	c=0 d=0.057695 t=1727
zhi shao lian xu 	至少连续	c=1 d=1.9801e-08 t=1727
zhi shi 	只是	c=1 d=1 t=1623
zhi wu ji 	植物集	c=1 d=1.9801e-08 t=1727
zhi xing 	執行	c=1 d=0.33454 t=1727
zhi xue you yong de 	只学有用的	c=1 d=1.9801e-08 t=1727
zhi ye 	職業	c=1 d=0.491644 t=1727
zhi you yi ge 	只有一個	c=1 d=1 t=1289
zhi zuo 	製作	c=1 d=0.26054 t=1727
zhong 	中	c=1 d=0.278173 t=1435
zhong duan 	終端	c=1 d=0.256661 t=1727
zhong duan pei zhi 	终端配置	c=1 d=1.9801e-08 t=1727
zhong jian xian de 	中间线的	c=1 d=1.9801e-08 t=1727
zhong jian xuan zhe 	中间悬着	c=1 d=1.9801e-08 t=1727
zhong tian 	種田	c=0 d=0.0390628 t=1727
zhong tian wai 	種田外	c=1 d=0.392585 t=1727
zhong wen 	中文	c=1 d=0.562705 t=1727
zhong yin 	重音	c=1 d=1 t=1302
zhong zi a 	种子啊	c=1 d=1.9801e-08 t=1727
zhu cang 	貯藏	c=3 d=1.27801 t=1727
zhu ce 	註冊	c=1 d=1 t=1516
zhu ce biao 	註冊表	c=3 d=1.94831 t=1727
zhu ling 	猪灵	c=1 d=1.9801e-08 t=1727
zhu mian guan li 	煮面管理	c=1 d=1.9801e-08 t=1727
zhu ru 	注入	c=1 d=0.970446 t=1727
zhu shi 	註釋	c=2 d=0.543537 t=1727
zhu ti 	主題	c=3 d=0.96514 t=1727
zhu wei cao 	猪尾草	c=1 d=1.9801e-08 t=1727
zhu yi 	注意	c=0 d=0.0433874 t=1727
zhu yi dao 	注意到	c=0 d=0.0582748 t=1727
zhu yi ta men 	注意它們	c=1 d=0.436049 t=1727
zhu zi 	朱紫	c=1 d=1.9801e-08 t=1727
zhuan 	轉	c=3 d=0.582748 t=1727
zhuan lan 	專欄	c=2 d=1.9802 t=1374
zhuan tou zai kan kan 	转头再看看	c=1 d=1.9801e-08 t=1727
zhuang shi 	裝飾	c=1 d=1 t=1088
zhuo mian 	桌面	c=1 d=0.97531 t=1727
zhuo mian feng ge 	桌面风格	c=1 d=1.9801e-08 t=1727
zhuo shou 	着手	c=0 d=0.1 t=1696
zhuo shou dian 	着手點	c=1 d=1 t=1697
zi 	子	c=0 d=0.0298197 t=1727
zi 	字	c=7 d=2.07947 t=1727
zi dian 	字典	c=1 d=1 t=1625
zi ding yi 	自定義	c=4 d=2.24756 t=1643
zi dong 	自動	c=1 d=1 t=1587
zi fu 	字符	c=3 d=1.53788 t=1727
zi fu chuan 	字符串	c=1 d=0.405338 t=1727
zi ju 	字距	c=1 d=1 t=1378
zi kuan 	字寬	c=1 d=1 t=1297
zi ran 	自然	c=1 d=0.70822 t=1727
zi ran shu 	自然數	c=1 d=0.677057 t=1727
zi ti 	字體	c=10 d=1.03024 t=1727
zi ti jian bian 	字体渐变	c=1 d=1.9801e-08 t=1727
zi wo jie shao 	自我介紹	c=0 d=0.1 t=1431
zi yuan su bu shou 	子元素不受	c=1 d=1.9801e-08 t=1727
zi zhi 	自製	c=1 d=1 t=1275
zong 	總	c=1 d=1.09501 t=1688
zong bu neng 	總不能	c=1 d=0.603506 t=1727
zong he 	綜合	c=0 d=0.1 t=1108
zong he shi 	綜合室	c=1 d=1 t=1109
zong li run 	總利潤	c=1 d=1 t=1689
zong zhi 	總之	c=1 d=0.621885 t=1727
zu 	足	c=2 d=0.985111 t=1727
zu jian 	組件	c=2 d=1.2133 t=1727
zui 	最	c=0 d=0.022313 t=1727
zui da 	最大	c=0 d=0.0321422 t=1727
zui da de 	最大的	c=1 d=0.806541 t=1727
zui hao neng 	最好能	c=1 d=0.666977 t=1727
zui xiao de 	最小的	c=0 d=0.0814647 t=1727
zui xiao de zhi 	最小的值	c=1 d=0.818731 t=1727
zui xin de 	最新的	c=1 d=0.873716 t=1727
zui zuo bian 	最左邊	c=1 d=0.224249 t=1727
zun shou 	遵守	c=1 d=0.891367 t=1727
zuo 	作	c=1 d=0.904837 t=1727
zuo bian 	左邊	c=1 d=0.267681 t=1727
zuo biao 	坐標	c=1 d=0.729789 t=1727
zuo biao xi 	座標系	c=1 d=0.965605 t=1727
zuo cheng 	做成	c=1 d=0.637628 t=1727
zuo dao 	做到	c=1 d=1.01755 t=1469
zuo hao 	做好	c=1 d=0.377192 t=1727
zuo hao le 	做好了	c=1 d=0.251829 t=1595
zuo le 	做了	c=1 d=0.346456 t=1727
zuo ri 	昨日	c=1 d=1 t=1251
zuo ri ke liu liang 	昨日客流量	c=1 d=1.9801e-08 t=1727
zuo shou 	左手	c=1 d=0.960789 t=1727
zuo yong 	作用	c=1 d=0.323033 t=1727
zuo yong yu 	作用域	c=1 d=1 t=1712
